"","district","block","month","month_week","Total_inbound_calls","Total_unique_callers","Average_duration","paddy","okyourreplies","qna","annou","exp"
"873","SONEPUR","BIRAMAHARALPUR","Sep","Sep-Week 3",6,4,56.8333333333333,1,0,1,0,0
"874","SONEPUR","BIRAMAHARALPUR","Sep","Sep-Week 4",2,2,187.5,1,0,1,0,0
"875","SONEPUR","BIRAMAHARALPUR","Oct","Oct-Week 1",3,3,101,1,0,1,0,0
"876","SONEPUR","BIRAMAHARALPUR","Oct","Oct-Week 3",1,1,108,0,0,0,1,0
"877","SONEPUR","ULUNDA","Sep","Sep-Week 1",3,3,229.666666666667,1,0,2,1,0
"878","SONEPUR","ULUNDA","Sep","Sep-Week 2",4,3,196,0,1,2,1,0
"879","SONEPUR","ULUNDA","Sep","Sep-Week 3",1,1,44,0,0,0,0,0
"880","SONEPUR","ULUNDA","Sep","Sep-Week 4",2,2,195.5,1,0,0,1,0
"881","SONEPUR","ULUNDA","Oct","Oct-Week 1",3,2,52.3333333333333,0,1,0,0,0
"882","SONEPUR","ULUNDA","Oct","Oct-Week 2",3,3,38.6666666666667,0,1,0,0,0
"883","SONEPUR","ULUNDA","Oct","Oct-Week 3",2,2,53,0,0,0,0,0
"884","SUBARNAPUR","DUNGURIPALI","Oct","Oct-Week 1",1,1,253,0,0,0,1,0
"885","SUBARNAPUR","DUNGURIPALI","Oct","Oct-Week 2",1,1,1093,1,0,1,0,0
"886","SUNDARGARH","BALISANKARA","Sep","Sep-Week 1",6,6,366,4,1,5,2,1
"887","SUNDARGARH","BALISANKARA","Sep","Sep-Week 2",5,4,36.8,0,0,0,1,1
"888","SUNDARGARH","BALISANKARA","Sep","Sep-Week 3",2,2,112,0,0,1,0,0
"889","SUNDARGARH","BALISANKARA","Sep","Sep-Week 4",8,6,283.375,4,0,4,2,0
"890","SUNDARGARH","BALISANKARA","Oct","Oct-Week 1",5,5,185.6,5,0,3,0,0
"891","SUNDARGARH","BALISANKARA","Oct","Oct-Week 2",4,4,99.75,0,1,0,0,0
"892","SUNDARGARH","BALISANKARA","Oct","Oct-Week 3",3,3,266.333333333333,2,1,3,1,0
"893","SUNDARGARH","BANEI","Sep","Sep-Week 4",19,11,175.894736842105,3,5,8,6,0
"894","SUNDARGARH","BANEI","Oct","Oct-Week 1",6,5,81,1,1,1,1,0
"895","SUNDARGARH","BANEI","Oct","Oct-Week 2",1,1,284,1,0,1,0,0
"896","SUNDARGARH","BANEI","Oct","Oct-Week 3",4,4,431.5,0,1,1,0,1
"897","SUNDARGARH","GURUNDIA","Sep","Sep-Week 4",13,11,189.769230769231,3,1,6,5,0
"898","SUNDARGARH","GURUNDIA","Oct","Oct-Week 1",4,3,26,0,0,0,0,0
"899","SUNDARGARH","GURUNDIA","Oct","Oct-Week 3",8,8,244.5,0,0,4,0,1
"900","SUNDARGARH","HEMAGIRI","Sep","Sep-Week 4",6,5,192.666666666667,0,0,3,1,0
"901","SUNDARGARH","HEMAGIRI","Oct","Oct-Week 1",6,6,69.5,1,0,1,0,0
"902","SUNDARGARH","HEMAGIRI","Oct","Oct-Week 3",1,1,34,0,0,0,0,0
"903","SUNDARGARH","HEMAGIRI","Oct","Oct-Week 4",3,2,135.666666666667,1,0,3,0,0
"904","SUNDARGARH","KOIDA","Sep","Sep-Week 1",2,1,39.5,0,0,0,0,0
"905","SUNDARGARH","KOIDA","Sep","Sep-Week 2",2,2,41.5,0,0,0,0,0
"906","SUNDARGARH","KOIDA","Sep","Sep-Week 3",10,8,54.6,0,0,1,0,0
"907","SUNDARGARH","KOIDA","Sep","Sep-Week 4",5,5,60.2,0,0,0,0,0
"908","SUNDARGARH","KOIDA","Oct","Oct-Week 1",5,5,189.4,2,0,1,1,0
"909","SUNDARGARH","KOIDA","Oct","Oct-Week 2",2,2,398,1,0,0,1,0
"910","SUNDARGARH","KOIDA","Oct","Oct-Week 3",5,5,290.6,3,1,2,2,0
"911","SUNDARGARH","KOIDA","Oct","Oct-Week 4",2,1,707.5,2,0,1,0,0
"912","SUNDARGARH","KUNARMUNDA","Sep","Sep-Week 4",7,6,1634,1,0,3,0,0
"913","SUNDARGARH","KUNARMUNDA","Oct","Oct-Week 1",2,2,232,0,0,1,0,0
"914","SUNDARGARH","KUNARMUNDA","Oct","Oct-Week 3",6,5,351.166666666667,0,0,2,1,0
"915","SUNDARGARH","KUNARMUNDA","Oct","Oct-Week 4",2,2,297.5,0,0,1,0,0
"916","SUNDARGARH","KUTRA","Sep","Sep-Week 1",7,6,439.714285714286,1,1,3,1,1
"917","SUNDARGARH","KUTRA","Sep","Sep-Week 2",4,3,413.75,2,1,1,2,0
"918","SUNDARGARH","KUTRA","Sep","Sep-Week 3",5,5,119.2,2,0,3,0,0
"919","SUNDARGARH","KUTRA","Sep","Sep-Week 4",8,7,78.375,0,0,0,1,0
"920","SUNDARGARH","KUTRA","Oct","Oct-Week 1",3,3,70.6666666666667,0,0,1,0,0
"921","SUNDARGARH","KUTRA","Oct","Oct-Week 2",1,1,47,0,0,0,0,0
"922","SUNDARGARH","KUTRA","Oct","Oct-Week 3",7,7,100.571428571429,2,0,1,2,0
"923","SUNDARGARH","LAHUNIPADA","Sep","Sep-Week 1",10,8,116.1,2,0,2,2,1
"924","SUNDARGARH","LAHUNIPADA","Sep","Sep-Week 2",1,1,112,0,0,1,0,0
"925","SUNDARGARH","LAHUNIPADA","Sep","Sep-Week 3",7,7,51.8571428571429,0,1,0,1,0
"926","SUNDARGARH","LAHUNIPADA","Sep","Sep-Week 4",11,7,59.1818181818182,0,0,1,1,0
"927","SUNDARGARH","LAHUNIPADA","Oct","Oct-Week 1",4,3,184.5,0,0,0,1,0
"928","SUNDARGARH","LAHUNIPADA","Oct","Oct-Week 2",3,3,38.3333333333333,1,0,0,1,0
"929","SUNDARGARH","LAHUNIPADA","Oct","Oct-Week 3",8,7,221.125,4,0,3,1,0
"930","SUNDARGARH","LAHUNIPADA","Oct","Oct-Week 4",1,1,198,1,0,1,0,0
"931","SUNDARGARH","LATHIKATA","Sep","Sep-Week 4",6,5,337.5,5,0,5,2,1
"932","SUNDARGARH","LATHIKATA","Oct","Oct-Week 1",8,4,96.5,1,1,4,1,0
"933","SUNDARGARH","LATHIKATA","Oct","Oct-Week 2",1,1,43,0,0,0,0,0
"934","SUNDARGARH","LATHIKATA","Oct","Oct-Week 3",7,7,133.285714285714,1,0,1,0,0
"935","SUNDARGARH","LEPHARIPARA","Sep","Sep-Week 4",5,5,229.6,0,0,2,1,0
"936","SUNDARGARH","LEPHARIPARA","Oct","Oct-Week 1",4,4,299,0,1,1,0,4
"937","SUNDARGARH","LEPHARIPARA","Oct","Oct-Week 3",7,5,10092.4285714286,2,0,3,1,1
"938","SUNDARGARH","LEPHARIPARA","Oct","Oct-Week 4",2,1,682.5,0,0,1,0,0
"939","SUNDARGARH","RAJGANGPUR","Sep","Sep-Week 1",7,4,302.857142857143,4,1,6,1,2
"940","SUNDARGARH","RAJGANGPUR","Sep","Sep-Week 2",3,3,267,3,0,3,1,0
"941","SUNDARGARH","RAJGANGPUR","Sep","Sep-Week 3",5,5,68.2,0,0,1,0,0
"942","SUNDARGARH","RAJGANGPUR","Sep","Sep-Week 4",5,5,164.6,0,0,0,1,0
"943","SUNDARGARH","RAJGANGPUR","Oct","Oct-Week 1",4,4,80.25,1,0,0,1,0
"944","SUNDARGARH","RAJGANGPUR","Oct","Oct-Week 2",1,1,94,0,0,0,0,0
"945","SUNDARGARH","RAJGANGPUR","Oct","Oct-Week 3",4,4,35.75,0,0,1,0,0
"946","SUNDARGARH","SABADERA","Sep","Sep-Week 1",5,4,383.6,3,0,3,2,0
"947","SUNDARGARH","SABADERA","Sep","Sep-Week 2",2,2,398,0,0,0,3,0
"948","SUNDARGARH","SABADERA","Sep","Sep-Week 3",3,3,107.666666666667,0,0,0,2,0
"949","SUNDARGARH","SABADERA","Sep","Sep-Week 4",6,5,166.833333333333,2,0,3,2,0
"950","SUNDARGARH","SABADERA","Oct","Oct-Week 1",5,4,336.4,0,0,0,6,0
"951","SUNDARGARH","SABADERA","Oct","Oct-Week 2",2,2,328,0,0,0,2,0
"952","SUNDARGARH","SABADERA","Oct","Oct-Week 3",3,2,457.333333333333,0,0,2,0,0
